Order_ID,Order_Date,Order_Priority,Customer_ID,Product_Category,Product_Name,City,Ship_Mode,Ship_Date,Discount,Unit_Price,Quantity_ordered_new,Product_Base_Margin,Shipping_Cost,Sales,Profit
89365,12-04-2011,Critical,840,Furniture,Hon 4070 Series Pagoda? Round Back Stacking Chairs,Goleta,Delivery Truck,15-04-2011,0.1,320.98,3,0.57,58.95,934.72,124.36
89365,12-04-2011,Critical,840,Office Supplies,Newell 337,Goleta,Regular Air,13-04-2011,0.08,3.28,3,0.56,3.97,10.88,-28.37
89365,12-04-2011,Critical,840,Technology,Accessory29,Goleta,Regular Air,15-04-2011,0,20.99,13,0.83,1.25,232.22,10.998
89366,12-05-2012,Critical,840,Furniture,"Global Push Button Manager's Chair, Indigo",Goleta,Delivery Truck,13-05-2012,0.08,60.89,14,0.56,32.41,852.12,-319.26
89370,15-10-2013,Critical,840,Office Supplies,Cardinal Holdit Business Card Pockets,Goleta,Regular Air,17-10-2013,0.04,4.98,18,0.37,4.95,88.68,-84.4215
88569,07-09-2010,Not Specified,850,Office Supplies,Zebra Zazzle Fluorescent Highlighters,Goleta,Regular Air,08-09-2010,0.07,6.08,7,0.51,0.91,41.96,19.57
88573,16-07-2012,Critical,850,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Goleta,Regular Air,18-07-2012,0.04,40.97,9,0.59,8.99,374.57,154.85
88568,25-02-2010,Low,851,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",Hacienda Heights,Regular Air,27-02-2010,0.1,50.98,6,0.55,22.24,300.63,98.12
88569,07-09-2010,Not Specified,851,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Hacienda Heights,Regular Air,09-09-2010,0.08,19.9,13,0.4,5.29,240.46,107.11
88569,07-09-2010,Not Specified,851,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,Hacienda Heights,Regular Air,09-09-2010,0.02,3.36,21,0.4,6.27,74.08,-216.154
88571,31-10-2010,Critical,851,Office Supplies,Bagged Rubber Bands,Hacienda Heights,Regular Air,31-10-2010,0.06,1.26,4,0.81,0.7,5.28,-6.6096
88575,13-08-2013,Medium,851,Office Supplies,Avery Binder Labels,Hacienda Heights,Regular Air,13-08-2013,0.08,3.89,25,0.37,7.01,96.56,-111.835936
88578,04-10-2013,Not Specified,852,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Hemet,Regular Air,04-10-2013,0.06,7.1,9,0.39,6.05,63.27,-51.3015
88578,04-10-2013,Not Specified,852,Furniture,"Seth Thomas 13 1/2"" Wall Clock",Hemet,Regular Air,05-10-2013,0.05,17.78,10,0.54,5.03,174.94,89.95
88570,16-09-2010,High,853,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Hesperia,Regular Air,18-09-2010,0.05,4.24,12,0.35,5.41,50.83,-89.217
88572,22-05-2012,Medium,853,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Hesperia,Delivery Truck,23-05-2012,0.08,550.98,19,0.71,45.7,8027.28,3918.54
88574,15-03-2013,Not Specified,853,Office Supplies,Heavy-Duty E-Z-D? Binders,Hesperia,Regular Air,17-03-2013,0.05,10.91,5,0.38,2.99,56.68,39.1092
88577,16-09-2013,High,853,Office Supplies,Brown Kraft Recycled Envelopes,Hesperia,Regular Air,18-09-2013,0.1,16.98,14,0.35,12.39,235.35,-69.0552
89543,15-09-2011,Low,883,Technology,Sharp AL-1530CS Digital Copier,Atascadero,Express Air,22-09-2011,0,499.99,21,0.36,24.49,10933.47,-1312.84
89545,05-07-2012,High,883,Furniture,Bretford CR8500 Series Meeting Room Furniture,Atascadero,Regular Air,07-07-2012,0.02,2.88,2,0.71,0.5,5.81,2.45
89558,20-09-2013,Medium,883,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Atascadero,Regular Air,22-09-2013,0.02,16.98,4,0.61,12.39,74.76,-28.6212
89560,27-10-2013,Critical,883,Furniture,Eldon Expressions Mahogany Wood Desk Collection,Atascadero,Regular Air,28-10-2013,0.03,113.64,11,0.6,35,1268.16,-530.68
89563,14-11-2013,High,883,Technology,Canon MP100DHII Printing Calculator,Atascadero,Regular Air,14-11-2013,0.01,140.99,43,0.37,13.99,6482.1,4472.649
90807,17-05-2011,Low,901,Technology,Epson LQ-570e Dot Matrix Printer,Modesto,Delivery Truck,24-05-2011,0.01,270.97,11,0.56,28.06,3197.22,2206.0818
90808,09-07-2011,High,901,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Modesto,Express Air,11-07-2011,0.09,39.98,11,0.65,9.2,409.73,154.16
90809,18-12-2011,Not Specified,901,Office Supplies,OIC Thumb-Tacks,Modesto,Regular Air,20-12-2011,0.06,1.14,19,0.38,0.7,21.9,-0.73
90810,19-09-2012,High,901,Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Modesto,Regular Air,21-09-2012,0.06,7.45,6,0.4,6.28,47.26,-36.225
90492,12-04-2010,High,918,Office Supplies,Steel Personal Filing/Posting Tote,Rancho Cucamonga,Regular Air,14-04-2010,0.05,35.51,2,0.58,6.31,73.1,6.11
90493,20-11-2010,Critical,918,Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Rancho Cucamonga,Delivery Truck,21-11-2010,0.09,58.14,39,0.61,36.61,2115.06,187.412
90494,24-09-2011,Medium,918,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Rancho Cucamonga,Express Air,25-09-2011,0.1,35.89,21,0.4,14.72,685.17,91.56
90495,20-02-2012,High,918,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Rancho Cucamonga,Delivery Truck,21-02-2012,0.08,100.98,9,0.78,57.38,894.58,-1341.11
90496,02-07-2012,Critical,918,Office Supplies,Xerox 1984,Rancho Cucamonga,Regular Air,03-07-2012,0.07,6.48,7,0.36,8.74,45.24,-105.15
90499,25-10-2013,Critical,918,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Rancho Cucamonga,Regular Air,26-10-2013,0.08,5.28,20,0.4,5.66,105.88,-107.2
90492,12-04-2010,High,919,Office Supplies,Acme? Elite Stainless Steel Scissors,Redding,Regular Air,12-04-2010,0.1,8.34,6,0.59,2.64,47.95,-6.34
90495,20-02-2012,High,919,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,Redding,Regular Air,21-02-2012,0.04,40.98,12,0.6,7.2,483.59,275.5
90496,02-07-2012,Critical,919,Technology,Lexmark 4227 Plus Dot Matrix Printer,Redding,Delivery Truck,04-07-2012,0.01,2036.48,1,0.55,14.7,2116.92,-3669.051
90497,30-10-2012,Medium,919,Technology,2190,Redding,Regular Air,01-11-2012,0.09,65.99,16,0.56,5.63,851.68,274.34952
90491,27-03-2010,Low,920,Technology,Logitech Access Keyboard,Redlands,Regular Air,01-04-2010,0.1,15.98,9,0.37,4,134.38,92.7222
90492,12-04-2010,High,920,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Redlands,Regular Air,14-04-2010,0.03,8.04,9,0.4,8.94,76.77,-160.2755
90494,24-09-2011,Medium,920,Office Supplies,Round Ring Binders,Redlands,Regular Air,26-09-2011,0.03,2.08,20,0.38,1.49,43.84,-9.361
90498,12-04-2013,High,920,Technology,Epson DFX-8500 Dot Matrix Printer,Redlands,Delivery Truck,14-04-2013,0.08,2550.14,1,0.57,29.7,2346.13,-7373.1282
87135,20-05-2010,Not Specified,922,Technology,5180,Rancho Cucamonga,Express Air,21-05-2010,0.01,65.99,14,0.56,8.99,782,396.972
87136,13-01-2011,Low,922,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,Rancho Cucamonga,Regular Air,15-01-2011,0.1,172.99,13,0.39,19.99,2089.9,1442.031
87140,12-09-2012,Medium,922,Office Supplies,Rediform S.O.S. Phone Message Books,Rancho Cucamonga,Regular Air,14-09-2012,0.05,4.98,13,0.36,0.8,66.83,46.1127
87140,12-09-2012,Medium,922,Technology,8860,Rancho Cucamonga,Regular Air,14-09-2012,0.08,65.99,5,0.56,5.26,262.84,-147.015
87137,28-05-2011,Medium,923,Technology,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Redding,Regular Air,28-05-2011,0.02,40.99,17,0.54,8.97,727.04,395.85
87144,04-07-2013,High,923,Office Supplies,Economy Rollaway Files,Redding,Express Air,06-07-2013,0.04,165.2,13,0.59,19.99,2170.05,1497.3345
87143,28-05-2013,Medium,924,Technology,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Redlands,Regular Air,29-05-2013,0.09,17.48,12,0.46,1.99,206.82,142.7058
90588,17-02-2010,Critical,936,Office Supplies,"Adams Telephone Message Books, 5 1/4? x 11?",Redlands,Express Air,19-02-2010,0.05,6.04,1,0.38,2.14,8.41,-4.14
90589,27-12-2010,Not Specified,936,Office Supplies,Xerox 1983,Redlands,Regular Air,27-12-2010,0.05,5.98,17,0.36,5.46,104.95,-31.885
90590,26-07-2011,Not Specified,936,Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Redlands,Regular Air,27-07-2011,0.02,9.27,5,0.38,4.39,50.07,12.97
90589,27-12-2010,Not Specified,937,Technology,StarTAC 7760,Redondo Beach,Regular Air,28-12-2010,0.01,65.99,3,0.59,3.99,166.59,-95.2105
90591,06-10-2012,Medium,937,Technology,T65,Redondo Beach,Express Air,07-10-2012,0.04,195.99,3,0.56,4.2,490.04,-513.71496
90592,29-11-2012,Medium,937,Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Redondo Beach,Regular Air,01-12-2012,0.08,18.7,11,0.47,8.99,208.2,115.126
90592,29-11-2012,Medium,937,Office Supplies,Newell 323,Redondo Beach,Regular Air,01-12-2012,0.05,1.68,21,0.59,1.57,35.17,5.104
86567,06-09-2010,Not Specified,945,Office Supplies,GBC Wire Binding Strips,Saratoga,Regular Air,06-09-2010,0.03,31.74,3,0.37,12.62,98.7,-4.301
86569,20-11-2011,Low,945,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Saratoga,Regular Air,20-11-2011,0.04,105.34,13,0.61,24.49,1349.01,930.8169
86570,14-11-2012,Low,945,Furniture,Eldon Expressions Mahogany Wood Desk Collection,Saratoga,Regular Air,14-11-2012,0.06,6.24,14,0.6,5.22,86.42,6.994
86571,07-04-2013,High,945,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,Saratoga,Regular Air,08-04-2013,0.02,4.71,1,0.8,0.7,5.2,-7.97
86572,10-04-2013,Medium,945,Furniture,Bretford CR8500 Series Meeting Room Furniture,Saratoga,Delivery Truck,12-04-2013,0.01,400.98,5,0.71,42.52,1612.26,1112.4594
9285,02-01-2010,Critical ,949,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Los Angeles,Regular Air,04-01-2010,0.06,40.98,3,0.36,2.99,124.81,-19.0992
8257,22-03-2010,Low,949,Office Supplies,Xerox 1910,Los Angeles,Regular Air,26-03-2010,0.02,48.04,18,0.37,5.09,881.32,373.67
46434,01-04-2011,Critical,949,Office Supplies,Large Capacity Hanging Post Binders,Los Angeles,Regular Air,02-04-2011,0.06,24.95,34,0.39,2.99,800.39,270.2915
58054,04-01-2012,High,949,Furniture,Eldon? Wave Desk Accessories,Los Angeles,Regular Air,04-01-2012,0.04,2.08,29,0.43,5.33,68.48,-147.376
51559,04-03-2013,Low,949,Office Supplies,Boston 1799 Powerhouse? Electric Pencil Sharpener,Los Angeles,Regular Air,13-03-2013,0.09,25.98,34,0.57,4.08,823.98,129.81
8257,22-03-2013,Low,949,Technology,Epson DFX5000+ Dot Matrix Printer,Los Angeles,Delivery Truck,22-03-2013,0.05,1500.97,5,0.57,29.7,7486.09,-2561.3235
8257,22-03-2013,Low,949,Office Supplies,Newell 320,Los Angeles,Regular Air,29-03-2013,0.03,4.28,5,0.58,1.6,22.77,-6.2
57092,01-05-2013,Critical,949,Technology,LX 677,Los Angeles,Regular Air,02-05-2013,0.03,110.99,38,0.57,8.99,3696.09,601.335
32230,19-08-2013,High,949,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Los Angeles,Regular Air,20-08-2013,0.07,39.98,92,0.65,9.2,3507.5,215.11
42848,06-10-2013,Not Specified,949,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Los Angeles,Regular Air,08-10-2013,0.01,7.64,105,0.36,5.83,814.36,-56.51
5890,03-11-2013,High,949,Technology,Accessory21,Los Angeles,Express Air,04-11-2013,0,20.99,151,0.37,0.99,2924.85,435.951
89401,04-02-2010,Low,960,Office Supplies,Newell 343,Redondo Beach,Regular Air,08-02-2010,0.03,2.94,1,0.58,0.96,3.51,-4.2
89405,08-01-2013,Medium,960,Furniture,Bretford Rectangular Conference Table Tops,Redondo Beach,Delivery Truck,10-01-2013,0.07,376.13,1,0.74,85.63,296.97,-430.4784
89402,24-08-2010,Not Specified,961,Furniture,Bevis 36 x 72 Conference Tables,Redwood City,Delivery Truck,24-08-2010,0.05,124.49,1,0.63,51.94,120.12,-44.1636
89403,18-01-2011,Not Specified,961,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Redwood City,Delivery Truck,20-01-2011,0.01,200.98,1,0.58,23.76,220.83,-99.1504
89404,01-07-2012,High,961,Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Redwood City,Delivery Truck,02-07-2012,0.01,180.98,4,0.69,30,734.76,-45.02
89404,01-07-2012,High,961,Office Supplies,Xerox 1937,Redwood City,Regular Air,03-07-2012,0,48.04,10,0.37,5.79,511.15,352.6935
89404,01-07-2012,High,961,Furniture,Bretford CR8500 Series Meeting Room Furniture,Redwood City,Delivery Truck,03-07-2012,0.09,400.98,7,0.71,42.52,2096.17,541.01
86177,30-12-2011,Low,964,Office Supplies,"Quartet Alpha? White Chalk, 12/Pack",Redwood City,Regular Air,31-03-2012,0.02,2.21,10,0.38,1,22.35,5.82
87259,29-08-2010,Low,972,Furniture,Global Commerce? Series High-Back Swivel/Tilt Chairs,Riverside,Delivery Truck,05-09-2010,0.03,284.98,2,0.6,69.55,619.38,-116.584
87259,29-08-2010,Low,972,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Riverside,Regular Air,29-08-2010,0,12.99,1,0.73,14.37,18.69,12.8961
87265,11-02-2013,Medium,972,Technology,1726 Digital Answering Machine,Riverside,Regular Air,12-02-2013,0.07,20.99,1,0.58,4.81,19.47,-102.432
87267,21-05-2013,Low,972,Office Supplies,#10 Self-Seal White Envelopes,Riverside,Regular Air,30-05-2013,0.09,11.09,8,0.36,5.25,86.45,16.92
87267,21-05-2013,Low,972,Technology,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Riverside,Express Air,21-05-2013,0.08,120.97,8,0.36,7.11,898,619.62
87268,05-08-2013,High,972,Office Supplies,#10 Self-Seal White Envelopes,Riverside,Regular Air,05-08-2013,0.05,11.09,22,0.36,5.25,241.42,82.37752
87264,14-03-2012,High,973,Furniture,Staples Plastic Wall Frames,Rocklin,Express Air,15-03-2012,0.04,7.96,9,0.41,4.95,75.74,22.38
87268,05-08-2013,High,973,Furniture,9-3/4 Diameter Round Wall Clock,Rocklin,Regular Air,07-08-2013,0.06,13.79,20,0.43,8.78,276.72,-2.756
87270,09-11-2013,Not Specified,973,Office Supplies,"Conquest? 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Rocklin,Regular Air,11-11-2013,0.06,56.96,23,0.56,13.22,1243.64,270.84288
87270,09-11-2013,Not Specified,973,Technology,Keytronic French Keyboard,Rocklin,Express Air,10-11-2013,0.07,73.98,19,0.79,4,1412.3,55.80528
90204,08-04-2011,Not Specified,984,Office Supplies,"Hunt BOSTON? Vista? Battery-Operated Pencil Sharpener, Black",Ontario,Regular Air,09-04-2011,0.02,11.66,5,0.58,7.95,59.69,-78.81
90204,08-04-2011,Not Specified,984,Office Supplies,"Acme? 8"" Straight Scissors",Ontario,Regular Air,09-04-2011,0.04,12.98,5,0.6,3.14,64.34,12.82
90205,31-10-2011,High,984,Technology,KF 788,Ontario,Regular Air,31-10-2011,0.02,45.99,11,0.56,4.99,444.34,156.92256
90209,18-10-2012,Medium,984,Office Supplies,Tennsco Regal Shelving Units,Ontario,Regular Air,20-10-2012,0.07,101.41,3,0.82,35,323.07,-286.8696
90210,12-11-2012,Critical,984,Furniture,SAFCO Folding Chair Trolley,Ontario,Express Air,13-11-2012,0.01,128.24,39,,12.65,5069.86,3498.2034
90210,12-11-2012,Critical,984,Office Supplies,Avery 51,Ontario,Regular Air,14-11-2012,0.06,6.3,24,0.39,0.5,150.65,103.9485
90214,08-04-2013,Not Specified,984,Office Supplies,Hoover? Commercial Lightweight Upright Vacuum,Ontario,Regular Air,09-04-2013,0.03,3.48,6,0.59,49,33.64,-1045.25
89432,19-02-2010,High,993,Office Supplies,Xerox 1971,Oxnard,Regular Air,19-02-2010,0.05,4.28,9,0.4,5.17,38.58,-104.57
89436,03-06-2013,Medium,993,Office Supplies,Avery Hanging File Binders,Oxnard,Regular Air,04-06-2013,0.07,5.98,8,0.39,1.49,46.37,31.9953
89436,03-06-2013,Medium,993,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Oxnard,Regular Air,05-06-2013,0.08,60.65,13,0.64,12.23,744.42,406.692
89437,24-06-2013,Critical,993,Furniture,"Electrix Incandescent Magnifying Lamp, Black",Oxnard,Regular Air,26-06-2013,0.04,36.65,18,0.58,22.6,641.97,-366.664
87846,17-04-2010,Critical,1041,Technology,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Woodland,Regular Air,18-04-2010,0.06,55.94,6,0.74,4,322.77,-13.77
87846,17-04-2010,Critical,1041,Office Supplies,Avery 48,Woodland,Regular Air,17-04-2010,0.07,6.3,11,0.39,0.5,65.09,44.9121
87849,06-02-2012,Medium,1041,Technology,5125,Woodland,Regular Air,07-02-2012,0.1,200.99,8,0.59,8.08,1316.16,720.954
87852,30-10-2013,Critical,1041,Office Supplies,Park Ridge? Embossed Executive Business Envelopes,Woodland,Regular Air,31-10-2013,0,15.57,15,0.38,1.39,247.56,170.8164
87847,16-05-2010,Critical,1042,Office Supplies,Holmes Odor Grabber,Yuba City,Express Air,17-05-2010,0,14.42,6,0.52,6.75,98.96,9.33
87848,02-12-2011,Medium,1042,Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Yuba City,Delivery Truck,03-12-2011,0.01,58.14,6,0.61,36.61,377.47,-113.12
87850,21-10-2012,High,1043,Technology,"Memorex 80 Minute CD-R, 30/Pack",Yucaipa,Regular Air,23-10-2012,0.04,22.98,7,0.46,1.99,160.61,49.1648
87851,06-09-2013,Low,1043,Technology,Epson LQ-570e Dot Matrix Printer,Yucaipa,Delivery Truck,08-09-2013,0.06,270.97,12,0.56,28.06,2641.14,910.2564
28001,14-06-2010,Critical,1044,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Los Angeles,Regular Air,14-06-2010,0.02,209.84,62,0.59,21.21,13546.94,2593.14
28001,14-06-2010,Critical,1044,Furniture,Electrix Halogen Magnifier Lamp,Los Angeles,Regular Air,16-06-2010,0.01,194.3,32,0.59,11.54,6401.65,1162.76
47813,27-08-2010,High,1044,Office Supplies,Xerox 1923,Los Angeles,Regular Air,29-08-2010,0,6.68,90,0.37,5.66,617.4,-76.94
35777,08-09-2011,Critical,1044,Office Supplies,Newell 325,Los Angeles,Regular Air,10-09-2011,0.09,4.13,64,0.55,1.23,250,5.91
31303,20-03-2012,Low,1044,Office Supplies,Avery Hanging File Binders,Los Angeles,Express Air,22-03-2012,0.09,5.98,56,0.39,1.49,342.87,87.601
6950,26-03-2013,Low,1044,Technology,Accessory24,Los Angeles,Regular Air,28-03-2013,0.08,55.99,4,0.59,3.3,187.4,-225.302
91488,05-11-2010,Medium,1101,Office Supplies,Eldon? Gobal File Keepers,Oxnard,Regular Air,06-11-2010,0.02,15.14,3,0.81,4.53,51.02,5.884
91490,04-08-2013,Critical,1101,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Oxnard,Regular Air,05-08-2013,0.02,10.64,20,0.57,5.16,215.36,-16.5784
91491,05-11-2013,Medium,1101,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Oxnard,Regular Air,05-11-2013,0.01,12.99,12,0.73,14.37,169.13,46.81296
90832,02-10-2010,Not Specified,1112,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Yucaipa,Delivery Truck,04-10-2010,0.03,300.98,12,0.55,54.92,3527.82,1272.5808
90832,02-10-2010,Not Specified,1112,Technology,Epson DFX-8500 Dot Matrix Printer,Yucaipa,Delivery Truck,04-10-2010,0.02,2550.14,2,0.57,29.7,4698.21,-5390.738892
86767,07-02-2010,Low,1121,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Temecula,Regular Air,14-02-2010,0.04,19.98,8,0.37,8.68,168.04,108
86767,07-02-2010,Low,1121,Technology,Timeport L7089,Temecula,Regular Air,09-02-2010,0.08,125.99,7,0.58,7.69,703.46,377.154
86772,26-10-2011,Medium,1121,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Temecula,Regular Air,27-10-2011,0.07,34.76,4,0.57,8.22,139.89,-15.1416
86772,26-10-2011,Medium,1121,Furniture,Anderson Hickey Conga Table Tops & Accessories,Temecula,Delivery Truck,28-10-2011,0.03,15.23,4,0.76,27.75,77.11,-173.2212
86785,08-07-2013,High,1121,Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Temecula,Delivery Truck,10-07-2013,0.08,200.97,10,0.36,15.59,1547.25,1067.6025
86787,04-11-2013,High,1121,Technology,Okidata ML591 Wide Format Dot Matrix Printer,Temecula,Delivery Truck,05-11-2013,0.07,810.98,3,0.56,16.06,2421.02,901.6313904
86788,07-12-2013,Critical,1121,Furniture,"Bevis Round Bullnose 29"" High Table Top",Temecula,Delivery Truck,10-12-2013,0.03,259.71,13,0.61,66.67,3439.28,843.16544
87015,15-09-2010,High,1123,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",Roseville,Regular Air,18-09-2010,0.03,7.3,14,0.38,7.72,103.61,-127.052
87016,20-12-2010,High,1123,Technology,5165,Roseville,Regular Air,22-12-2010,0.09,175.99,22,0.59,4.99,3144.56,2169.7464
87017,12-12-2011,High,1123,Office Supplies,Staples 4 Outlet Surge Protector,Roseville,Regular Air,13-12-2011,0.08,8.67,7,0.58,3.5,59.15,-9.265
87018,26-06-2012,Low,1123,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Roseville,Delivery Truck,28-06-2012,0.08,100.89,4,0.61,42,410.35,-169.064
87019,05-09-2012,Medium,1123,Office Supplies,"Peel & Seel? Recycled Catalog Envelopes, Brown",Roseville,Regular Air,06-09-2012,0.1,11.58,1,0.35,5.72,13.16,-12.99
90853,02-01-2010,Critical,1155,Office Supplies,"Black Print Carbonless Snap-Off? Rapid Letter, 8 1/2"" x 7""",Montebello,Express Air,04-01-2010,0.09,9.11,4,0.4,2.15,34.41,20.2996
90853,02-01-2010,Critical,1155,Office Supplies,White GlueTop Scratch Pads,Montebello,Regular Air,02-01-2010,0.08,15.04,11,0.39,1.97,157.27,108.5163
90856,28-05-2011,Not Specified,1155,Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",Montebello,Regular Air,29-05-2011,0.01,31.78,14,0.42,1.99,471.3,325.197
89121,14-10-2012,Medium,1161,Office Supplies,3M Office Air Cleaner,Roseville,Regular Air,16-10-2012,0.1,25.98,3,0.5,5.37,77.74,-7.1712
89121,14-10-2012,Medium,1161,Office Supplies,Prang Drawing Pencil Set,Roseville,Regular Air,15-10-2012,0.06,2.78,10,0.45,1.34,27.03,-3.456
91471,05-05-2013,Not Specified,1173,Office Supplies,Xerox 1881,Montebello,Regular Air,05-05-2013,0.08,12.28,13,0.38,6.47,160.67,25.58
85939,09-04-2010,Critical,1186,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Huntington Beach,Delivery Truck,10-04-2010,0.07,400.97,10,0.36,48.26,3741.39,2581.5591
85944,11-04-2013,Medium,1186,Office Supplies,Surelock? Post Binders,Huntington Beach,Regular Air,11-04-2013,0.03,30.56,11,0.35,2.99,329.34,227.2446
87584,17-06-2010,Low,1189,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,Huntington Beach,Regular Air,22-06-2010,0.06,10.89,14,0.59,4.5,149.32,-25.112
87584,17-06-2010,Low,1189,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Huntington Beach,Regular Air,22-06-2010,0.03,10.64,16,0.57,5.16,177.01,17.376
87584,17-06-2010,Low,1189,Furniture,Staples Plastic Wall Frames,Huntington Beach,Regular Air,19-06-2010,0.03,7.96,4,0.41,4.95,35.16,24.2604
87592,05-05-2011,Medium,1189,Office Supplies,Staples Brown Kraft Recycled Clasp Envelopes,Huntington Beach,Regular Air,06-05-2011,0.06,5.58,5,0.35,5.3,29.95,-28.83
87596,03-09-2012,Low,1189,Office Supplies,Durable Pressboard Binders,Huntington Beach,Regular Air,05-09-2012,0.05,3.8,3,0.38,1.49,11.58,-1.2995
87588,10-01-2011,Medium,1190,Office Supplies,Xerox 1898,Inglewood,Regular Air,12-01-2011,0.1,6.68,3,0.37,6.92,19.77,-58.28
87591,22-03-2011,Critical,1190,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Inglewood,Regular Air,24-03-2011,0.1,20.95,9,0.65,5.99,184.77,-71.55
87597,10-01-2013,Medium,1190,Office Supplies,Avery 508,Inglewood,Regular Air,12-01-2013,0.02,4.91,9,0.36,0.5,43.31,29.8839
87598,22-03-2013,Critical,1190,Office Supplies,"Black Print Carbonless Snap-Off? Rapid Letter, 8 1/2"" x 7""",Inglewood,Regular Air,24-03-2013,0.02,9.11,1,0.4,2.15,9.65,-2.82
89124,07-04-2011,Critical,1208,Office Supplies,Xerox 200,Inglewood,Regular Air,08-04-2011,0.06,6.48,2,0.37,6.35,14.2,-27.78
89125,10-04-2011,High,1208,Office Supplies,Newell 323,Inglewood,Express Air,12-04-2011,0.04,1.68,11,0.59,1.57,19.37,-37.76
89127,28-09-2013,Medium,1208,Office Supplies,Sterling Rubber Bands by Alliance,Inglewood,Regular Air,29-09-2013,0.02,4.71,15,0.85,0.7,73.75,-2.9716
88410,09-04-2010,Medium,1271,Technology,StarTAC 3000,La Mesa,Regular Air,10-04-2010,0.07,125.99,8,0.59,7.69,852.53,588.2457
88411,01-05-2010,Low,1271,Furniture,Hand-Finished Solid Wood Document Frame,La Mesa,Regular Air,06-05-2010,0.1,34.23,7,0.55,5.02,219.66,151.5654
88412,07-04-2011,Medium,1271,Office Supplies,Staples Surge Protector 6 outlet,La Mesa,Regular Air,08-04-2011,0.08,10.98,7,0.58,3.99,71.68,-25.41
88413,25-11-2011,Low,1271,Technology,Keytronic French Keyboard,La Mesa,Regular Air,02-12-2011,0.05,73.98,10,0.65,14.52,750.05,44.224
88417,25-12-2013,High,1271,Office Supplies,Newell 336,La Mesa,Regular Air,26-12-2013,0.07,4.28,14,0.56,0.94,59.56,26.97344
22755,30-03-2010,Medium,1314,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Los Angeles,Regular Air,01-04-2010,0.04,5.34,45,0.38,2.99,240.6,3.451
